CUSTOM.updateTime,CUSTOM.isPhoto,CUSTOM.isVideo,CUSTOM.hSpeed [m/s],CUSTOM.distance [m],CUSTOM.travelled [m],CUSTOM.hSpeed.running_max [m/s],CALC.hSpeed [m/s],CALC.distance [m],CALC.travelled [m],CALC.distance.running_max [m],CALC.height.running_max [m],OSD.latitude,OSD.longitude,OSD.height [m],OSD.altitude [m],OSD.xSpeed [m/s],OSD.ySpeed [m/s],OSD.zSpeed [m/s],OSD.pitch,OSD.roll,OSD.yaw,OSD.flycState,OSD.flycState.RAW,OSD.flycCommand,OSD.flycCommand.RAW,OSD.canIOCWork,OSD.groundOrSky,OSD.isMotorUp,OSD.isSwaveWork,OSD.goHomeStatus,OSD.goHomeStatus.RAW,OSD.isImuPreheated,OSD.isVisionUsed,OSD.voltageWarning,OSD.modeChannel,OSD.isGPSused,OSD.compassError,OSD.waveError,OSD.gpsLevel,OSD.batteryType,OSD.isAcceletorOverRange,OSD.isVibrating,OSD.isBarometerDeadInAir,OSD.isMotorBlocked,OSD.isNotEnoughForce,OSD.isPropellerCatapult,OSD.isGoHomeHeightModified,OSD.isOutOfLimit,OSD.gpsNum,OSD.flightAction,OSD.flightAction.RAW,OSD.motorStartFailedCause,OSD.motorStartFailedCause.RAW,OSD.nonGPSCause,OSD.nonGPSCause.RAW,OSD.isQuickSpin,OSD.battery,OSD.sWaveHeight [m],OSD.flyTime [s],OSD.motorRevolution,OSD.flycVersion,OSD.droneType,OSD.imuInitFailReason,OSD.imuInitFailReason.RAW,OSD.motorFailReason,OSD.motorFailReason.RAW,OSD.ctrlDevice,OSD.ctrlDevice.RAW,GIMBAL.pitch,GIMBAL.roll,GIMBAL.yaw,GIMBAL.mode,GIMBAL.mode.RAW,GIMBAL.rollAdjust,GIMBAL.pitchAdjust,GIMBAL.yawAngle,GIMBAL.isAutoCalibration,GIMBAL.autoCalibrationResult,GIMBAL.isPitchInLimit,GIMBAL.isRollInLimit,GIMBAL.isYawInLimit,GIMBAL.isTopPosition,GIMBAL.isStuck,GIMBAL.version,GIMBAL.isSingleClick,GIMBAL.isDoubleClick,GIMBAL.isTripleClick,GIMBAL.timeStamp,RC.aileron,RC.elevator,RC.throttle,RC.rudder,RC.gimbal,RC.goHome,RC.mode,RC.isWheelChanged,RC.wheelOffset,RC.wheelClick,RC.record,RC.shutter,RC.playback,RC.custom1,RC.custom2,RC.bandwidth,CENTER_BATTERY.relativeCapacity,CENTER_BATTERY.currentPV [V],CENTER_BATTERY.currentCapacity [mAh],CENTER_BATTERY.fullCapacity [mAh],CENTER_BATTERY.life,CENTER_BATTERY.loopNum,CENTER_BATTERY.errorType,CENTER_BATTERY.current [A],CENTER_BATTERY.voltageCell1 [V],CENTER_BATTERY.voltageCell2 [V],CENTER_BATTERY.voltageCell3 [V],CENTER_BATTERY.voltageCell4 [V],CENTER_BATTERY.voltageCell5 [V],CENTER_BATTERY.voltageCell6 [V],CENTER_BATTERY.serialNo,CENTER_BATTERY.productDate,CENTER_BATTERY.temperature [C],CENTER_BATTERY.connStatus,CENTER_BATTERY.totalStudyCycle,CENTER_BATTERY.lastStudyCycle,CENTER_BATTERY.isNeedStudy,CENTER_BATTERY.isBatteryOnCharge,SMART_BATTERY.usefulTime [s],SMART_BATTERY.goHomeTime [s],SMART_BATTERY.landTime [s],SMART_BATTERY.goHomeBattery,SMART_BATTERY.landBattery,SMART_BATTERY.safeFlyRadius,SMART_BATTERY.volumeConsume,SMART_BATTERY.status,SMART_BATTERY.status.RAW,SMART_BATTERY.goHomeStatus,SMART_BATTERY.goHomeStatus.RAW,SMART_BATTERY.goHomeCountdown,SMART_BATTERY.voltage [V],SMART_BATTERY.battery,SMART_BATTERY.lowWarning,SMART_BATTERY.lowWarningGoHome,SMART_BATTERY.seriousLowWarning,SMART_BATTERY.seriousLowWarningLanding,SMART_BATTERY.voltagePercent,DEFORM.isDeformProtected,DEFORM.isExceptionState,DEFORM.deformStatus,DEFORM.deformStatus.RAW,DEFORM.deformMode,DEFORM.deformMode.RAW,RC_GPS.startupTime,RC_GPS.latitude,RC_GPS.longitude,RC_GPS.xSpeed [m/s],RC_GPS.ySpeed [m/s],RC_GPS.gpsNum,RC_GPS.accuracy,RC_GPS.gpsStatus,CAMERA_INFO.connectState,CAMERA_INFO.usbState,CAMERA_INFO.timeSyncState,CAMERA_INFO.photoState,CAMERA_INFO.recordState,CAMERA_INFO.sensorState,CAMERA_INFO.sdCardInsertState,CAMERA_INFO.sdCardState,CAMERA_INFO.firmUpgradeState,CAMERA_INFO.firmErrorType,CAMERA_INFO.hotState,CAMERA_INFO.enabledPhoto,CAMERA_INFO.isStoring,CAMERA_INFO.isTimePhotoing,CAMERA_INFO.encryptStatus,CAMERA_INFO.mode,CAMERA_INFO.sdCardTotalSize,CAMERA_INFO.sdCardFreeSize,CAMERA_INFO.remainedShots,CAMERA_INFO.remainedTime,CAMERA_INFO.videoRecordTime,CAMERA_INFO.cameraType,CAMERA_INFO.version,MC_PARAM.failSafeAction,MC_PARAM.OAenabled,MC_PARAM.VPSenabled,MC_PARAM.rthOAenabled,HOME.latitude,HOME.longitude,HOME.height [m],HOME.isHomeRecord,HOME.goHomeMode,HOME.aircraftHeadDirection,HOME.isDynamicHomePointEnabled,HOME.isReachedLimitDistance,HOME.isReachedLimitHeight,HOME.isMultipleModeOpen,HOME.goHomeStatus,HOME.hasGoHome,HOME.compassCeleStatus,HOME.isCompassCeleing,HOME.isBeginnerMode,HOME.isIOCEnabled,HOME.iocMode,HOME.goHomeHeight [m],HOME.courseLockAngle,HOME.dataRecorderStatus,HOME.dataRecorderRemainCapacity,HOME.dataRecorderRemainTime,HOME.dataRecorderFileIndex,HOME.isFlycInSimulationMode,HOME.isFlycInNavigationMode,HOME.isWingBroken,HOME.isBigGale,HOME.isBigGaleWarning,HOME.isCompassInstallErr,HOME.isFanCurrentInAbnormalState,HOME.paddleState,HOME.heightLimitStatus,HOME.useAbsoluteHeight,HOME.motor1EscmState,HOME.motor2EscmState,HOME.motor3EscmState,HOME.motor4EscmState,HOME.motor5EscmState,HOME.motor6EscmState,HOME.motor7EscmState,HOME.motor8EscmState,HOME.forceLandingHeight [m],RECOVER.droneType,RECOVER.appType,RECOVER.appVersion,RECOVER.aircraftSnBytes,RECOVER.aircraftName,RECOVER.activeTimestamp,RECOVER.cameraSn,RECOVER.rcSn,RECOVER.batterySn,RECOVER.gimbalType,FIRMWARE.version,DETAILS.street,DETAILS.citypart,DETAILS.city,DETAILS.area,DETAILS.isFavorite,DETAILS.isNew,DETAILS.needUpload,DETAILS.recordLineCount,DETAILS.timestamp,DETAILS.latitude,DETAILS.longitude,DETAILS.totalDistance [m],DETAILS.totalTime [s],DETAILS.maxHeight [m],DETAILS.maxHorizontalSpeed [m/s],DETAILS.maxVerticalSpeed [m/s],DETAILS.photoNum,DETAILS.videoTime [s],DETAILS.takeOffAltitude [m],DETAILS.droneType,DETAILS.activeTimestamp,DETAILS.aircraftName,DETAILS.aircraftSnBytes,DETAILS.cameraSn,DETAILS.rcSn,DETAILS.batterySn,DETAILS.appType,DETAILS.appVersion,APP_GPS.latitude,APP_GPS.longitude,APP_GPS.accuracy,APP_TIP.tip,APP_WARN.warn,APP_SER_WARN.warn
2019/08/30 17:47:56.134,,Recording,0.83,,148.17,0.85,8.08,55.56,147.84,55.56,35.3,24.0137,-104.682407,35.1,1901.7,7.8,-2.9,0,-3.3,11.6,-115.9,NaviGo,14,Other,0,True,Sky,True,False,Standby,0,True,False,0,P,True,False,False,4,Smart,False,False,False,False,False,False,False,False,13,None,0,None,0,Already,0,False,0,0,42.6,1,28,P4,MonitorError,0,,0,App,1,-33.2,0,-107.5,YawFollow,2,0,0,0.1,False,0,False,False,False,False,False,1,False,False,False,145121,0,0,0,0,0,0,P,False,0,0,0,0,0,0,0,0,97,16.361,5951,6136,0,2,0,13.264,4.105,4.08,4.102,4.097,,0,0,1980/00/00,30.95,Normal,0,0,False,,1676,66,14,19,10,6536.4,12649.996,None,0,NonGoHome,0,0,16.385,97,30,False,15,True,0,,,,,,,,,,,,,,,1,0,1,No,Starting,0,1,ToFormat,0,No,0,0,0,0,CheckSuccess,Record,14767,14566,2983,2036,10,FC330X,7,GoHome,False,True,False,24.013433,-104.682869,1866.58,True,1,1,False,False,False,True,4,False,0,False,False,False,CourseLock,90,169.5,0,19,0,287,False,True,False,False,False,False,False,Normal,NonLimit,False,MotorOff,MotorOff,MotorOff,MotorOff,NonConnect,NonConnect,NonConnect,NonConnect,3,P4,iOS,4.10.0,07JDD2H00100J7,alisdron,2016/12/03 19:17:33,07RDD6D0S400D0,078JA71180,0DQAE6203202MR,Timeout,,,,,,2,1,1,1706,2019/08/30 17:47:13.465,24.013433,-104.68287,405.87,176,90.2,8.52,3.2,5,0,1866.58,P4,2016/12/03 19:17:33,alisdron,07JDD2H00100J7,07RDD6D0S400D0,078JA71180,0DQAE6203202MR,iOS,4.10.0,24.013381,-104.682824,5,,,
2019/08/30 17:47:56.234,,Recording,0.84,,149,0.85,7.96,55.73,148.67,55.73,35.3,24.013707,-104.68241,35.1,1901.7,7.8,-3,0,-4.7,11.9,-117.2,NaviGo,14,Other,0,True,Sky,True,False,Standby,0,True,False,0,P,True,False,False,4,Smart,False,False,False,False,False,False,False,False,13,None,0,None,0,Already,0,False,0,0,42.7,1,28,P4,MonitorError,0,,0,App,1,-33.1,0,-108.5,YawFollow,2,0,0,0.1,False,0,False,False,False,False,False,1,False,False,False,145220,0,0,0,0,0,0,P,False,0,0,0,0,0,0,0,0,97,16.361,5951,6136,0,2,0,13.264,4.105,4.08,4.102,4.097,,0,0,1980/00/00,30.95,Normal,0,0,False,,1676,66,14,19,10,6536.4,12649.996,None,0,NonGoHome,0,0,16.385,97,30,False,15,True,0,,,,,,,,,,,,,,,1,0,1,No,Starting,0,1,ToFormat,0,No,0,0,0,0,CheckSuccess,Record,14767,14566,2983,2036,10,FC330X,7,GoHome,False,True,False,24.013433,-104.682869,1866.58,True,1,1,False,False,False,True,4,False,0,False,False,False,CourseLock,90,169.5,0,19,0,287,False,True,False,False,False,False,False,Normal,NonLimit,False,MotorOff,MotorOff,MotorOff,MotorOff,NonConnect,NonConnect,NonConnect,NonConnect,3,P4,iOS,4.10.0,07JDD2H00100J7,alisdron,2016/12/03 19:17:33,07RDD6D0S400D0,078JA71180,0DQAE6203202MR,Timeout,,,,,,2,1,1,1706,2019/08/30 17:47:13.465,24.013433,-104.68287,405.87,176,90.2,8.52,3.2,5,0,1866.58,P4,2016/12/03 19:17:33,alisdron,07JDD2H00100J7,07RDD6D0S400D0,078JA71180,0DQAE6203202MR,iOS,4.10.0,24.013381,-104.682824,5,,,
2019/08/30 17:47:56.338,,Recording,0.83,,149.83,0.85,8.21,55.9,149.49,55.9,35.3,24.013714,-104.682413,35.1,1901.7,7.7,-3.2,0,-5.7,11.8,-118.3,NaviGo,14,Other,0,True,Sky,True,False,Standby,0,True,False,0,P,True,False,False,4,Smart,False,False,False,False,False,False,False,False,13,None,0,None,0,Already,0,False,0,0,42.8,1,28,P4,MonitorError,0,,0,App,1,-33,0,-109.4,YawFollow,2,0,0,0.1,False,0,False,False,False,False,False,1,False,False,False,145321,0,0,0,0,0,0,P,False,0,0,0,0,0,0,0,0,97,16.361,5951,6136,0,2,0,13.264,4.105,4.08,4.102,4.097,,0,0,1980/00/00,30.95,Normal,0,0,False,,1676,66,14,19,10,6536.4,12649.996,None,0,NonGoHome,0,0,16.385,97,30,False,15,True,0,,,,,,,,,,,,,,,1,0,1,No,Starting,0,1,ToFormat,0,No,0,0,0,0,CheckSuccess,Record,14767,14566,2983,2036,10,FC330X,7,GoHome,False,True,False,24.013433,-104.682869,1866.58,True,1,1,False,False,False,True,4,False,0,False,False,False,CourseLock,90,169.5,0,19,0,287,False,True,False,False,False,False,False,Normal,NonLimit,False,MotorOff,MotorOff,MotorOff,MotorOff,NonConnect,NonConnect,NonConnect,NonConnect,3,P4,iOS,4.10.0,07JDD2H00100J7,alisdron,2016/12/03 19:17:33,07RDD6D0S400D0,078JA71180,0DQAE6203202MR,Timeout,,,,,,2,1,1,1706,2019/08/30 17:47:13.465,24.013433,-104.68287,405.87,176,90.2,8.52,3.2,5,0,1866.58,P4,2016/12/03 19:17:33,alisdron,07JDD2H00100J7,07RDD6D0S400D0,078JA71180,0DQAE6203202MR,iOS,4.10.0,24.013381,-104.682824,5,,,
2019/08/30 17:47:56.439,,Recording,0.83,,150.65,0.85,7.91,56.07,150.31,56.07,35.3,24.013721,-104.682416,35.1,1901.7,7.6,-3.3,0,-6.6,11.9,-119.4,NaviGo,14,Other,0,True,Sky,True,False,Standby,0,True,False,0,P,True,False,False,4,Smart,False,False,False,False,False,False,False,False,13,None,0,None,0,Already,0,False,0,0,42.9,1,28,P4,MonitorError,0,,0,App,1,-33,0,-110.4,YawFollow,2,0,0,0.1,False,0,False,False,False,False,False,1,False,False,False,145421,0,0,0,0,0,0,P,False,0,0,0,0,0,0,0,0,97,16.361,5951,6136,0,2,0,13.264,4.105,4.08,4.102,4.097,,0,0,1980/00/00,30.95,Normal,0,0,False,,1676,66,14,19,10,6536.4,12649.996,None,0,NonGoHome,0,0,16.385,97,30,False,15,True,0,,,,,,,,,,,,,,,1,0,1,No,Starting,0,1,ToFormat,0,No,0,0,0,0,CheckSuccess,Record,14767,14566,2983,2036,10,FC330X,7,GoHome,False,True,False,24.013433,-104.682869,1866.58,True,1,1,False,False,False,True,4,False,0,False,False,False,CourseLock,90,169.5,0,19,0,287,False,True,False,False,False,False,False,Normal,NonLimit,False,MotorOff,MotorOff,MotorOff,MotorOff,NonConnect,NonConnect,NonConnect,NonConnect,3,P4,iOS,4.10.0,07JDD2H00100J7,alisdron,2016/12/03 19:17:33,07RDD6D0S400D0,078JA71180,0DQAE6203202MR,Timeout,,,,,,2,1,1,1706,2019/08/30 17:47:13.465,24.013433,-104.68287,405.87,176,90.2,8.52,3.2,5,0,1866.58,P4,2016/12/03 19:17:33,alisdron,07JDD2H00100J7,07RDD6D0S400D0,078JA71180,0DQAE6203202MR,iOS,4.10.0,24.013381,-104.682824,5,,,
2019/08/30 17:47:56.543,,Recording,0.82,,151.46,0.85,8.01,56.23,151.12,56.23,35.3,24.013728,-104.682419,35.1,1901.7,7.5,-3.4,0,-7.5,11.7,-120.4,NaviGo,14,Other,0,True,Sky,True,False,Standby,0,True,False,0,P,True,False,False,4,Smart,False,False,False,False,False,False,False,False,13,None,0,None,0,Already,0,False,0,0,43,1,28,P4,MonitorError,0,,0,App,1,-32.9,0,-111.3,YawFollow,2,0,0,0.1,False,0,False,False,False,False,False,1,False,False,False,145523,0,0,0,0,0,0,P,False,0,0,0,0,0,0,0,0,97,16.361,5951,6136,0,2,0,13.264,4.105,4.08,4.102,4.097,,0,0,1980/00/00,30.95,Normal,0,0,False,,1676,66,14,19,10,6536.4,12649.996,None,0,NonGoHome,0,0,16.385,97,30,False,15,True,0,,,,,,,,,,,,,,,1,0,1,No,Starting,0,1,ToFormat,0,No,0,0,0,0,CheckSuccess,Record,14767,14566,2983,2036,10,FC330X,7,GoHome,False,True,False,24.013433,-104.682869,1866.58,True,1,1,False,False,False,True,4,False,0,False,False,False,CourseLock,90,169.5,0,19,0,287,False,True,False,False,False,False,False,Normal,NonLimit,False,MotorOff,MotorOff,MotorOff,MotorOff,NonConnect,NonConnect,NonConnect,NonConnect,3,P4,iOS,4.10.0,07JDD2H00100J7,alisdron,2016/12/03 19:17:33,07RDD6D0S400D0,078JA71180,0DQAE6203202MR,Timeout,,,,,,2,1,1,1706,2019/08/30 17:47:13.465,24.013433,-104.68287,405.87,176,90.2,8.52,3.2,5,0,1866.58,P4,2016/12/03 19:17:33,alisdron,07JDD2H00100J7,07RDD6D0S400D0,078JA71180,0DQAE6203202MR,iOS,4.10.0,24.013381,-104.682824,5,,,
2019/08/30 17:47:56.749,,Recording,0.82,,152.27,0.85,7.76,56.38,151.93,56.38,35.3,24.013734,-104.682422,35.1,1901.7,7.4,-3.6,0,-8.4,11.3,-121.4,NaviGo,14,Other,0,True,Sky,True,False,Standby,0,True,False,0,P,True,False,False,4,Smart,False,False,False,False,False,False,False,False,13,None,0,None,0,Already,0,False,0,0,43.1,1,28,P4,MonitorError,0,,0,App,1,-32.9,0,-112.2,YawFollow,2,0,0,0.1,False,0,False,False,False,False,False,1,False,False,False,145623,0,0,0,0,0,0,P,False,0,0,0,0,0,0,0,0,97,16.361,5951,6136,0,2,0,13.264,4.105,4.08,4.102,4.097,,0,0,1980/00/00,30.95,Normal,0,0,False,,1676,66,14,19,10,6536.4,12649.996,None,0,NonGoHome,0,0,16.385,97,30,False,15,True,0,,,,,,,,,,,,,,,1,0,1,No,Starting,0,1,ToFormat,0,No,0,0,0,0,CheckSuccess,Record,14767,14558,2981,2035,11,FC330X,7,GoHome,False,True,False,24.013433,-104.682869,1866.58,True,1,1,False,False,False,True,4,False,0,False,False,False,CourseLock,90,169.5,0,19,0,287,False,True,False,False,False,False,False,Normal,NonLimit,False,MotorOff,MotorOff,MotorOff,MotorOff,NonConnect,NonConnect,NonConnect,NonConnect,3,P4,iOS,4.10.0,07JDD2H00100J7,alisdron,2016/12/03 19:17:33,07RDD6D0S400D0,078JA71180,0DQAE6203202MR,Timeout,,,,,,2,1,1,1706,2019/08/30 17:47:13.465,24.013433,-104.68287,405.87,176,90.2,8.52,3.2,5,0,1866.58,P4,2016/12/03 19:17:33,alisdron,07JDD2H00100J7,07RDD6D0S400D0,078JA71180,0DQAE6203202MR,iOS,4.10.0,24.013381,-104.682824,5,,,
2019/08/30 17:47:56.749,,Recording,0.82,,152.27,0.85,3.88,56.52,152.72,56.52,35.3,24.013741,-104.682426,35.1,1901.7,7.2,-3.8,0,-9.3,11,-122.3,NaviGo,14,Other,0,True,Sky,True,False,Standby,0,True,False,0,P,True,False,False,4,Smart,False,False,False,False,False,False,False,False,13,None,0,None,0,Already,0,False,0,0,43.2,1,28,P4,MonitorError,0,,0,App,1,-32.8,0,-113.1,YawFollow,2,0,0,0.1,False,0,False,False,False,False,False,1,False,False,False,145722,0,0,0,0,0,0,P,False,0,0,0,0,0,0,0,0,97,16.361,5951,6136,0,2,0,13.264,4.105,4.08,4.102,4.097,,0,0,1980/00/00,30.95,Normal,0,0,False,,1676,66,14,19,10,6536.4,12649.996,None,0,NonGoHome,0,0,16.385,97,30,False,15,True,0,,,,,,,,,,,,,,,1,0,1,No,Starting,0,1,ToFormat,0,No,0,0,0,0,CheckSuccess,Record,14767,14558,2981,2035,11,FC330X,7,GoHome,False,True,False,24.013433,-104.682869,1866.58,True,1,1,False,False,False,True,4,False,0,False,False,False,CourseLock,90,169.5,0,19,0,287,False,True,False,False,False,False,False,Normal,NonLimit,False,MotorOff,MotorOff,MotorOff,MotorOff,NonConnect,NonConnect,NonConnect,NonConnect,3,P4,iOS,4.10.0,07JDD2H00100J7,alisdron,2016/12/03 19:17:33,07RDD6D0S400D0,078JA71180,0DQAE6203202MR,Timeout,,,,,,2,1,1,1706,2019/08/30 17:47:13.465,24.013433,-104.68287,405.87,176,90.2,8.52,3.2,5,0,1866.58,P4,2016/12/03 19:17:33,alisdron,07JDD2H00100J7,07RDD6D0S400D0,078JA71180,0DQAE6203202MR,iOS,4.10.0,24.013381,-104.682824,5,,,
2019/08/30 17:47:56.859,,Recording,0.81,,153.88,0.85,0,56.65,153.53,56.65,35.3,24.013747,-104.68243,35.1,1901.7,7.1,-3.9,0,-9.9,10.6,-123.2,NaviGo,14,Other,0,True,Sky,True,False,Standby,0,True,False,0,P,True,False,False,4,Smart,False,False,False,False,False,False,False,False,13,None,0,None,0,Already,0,False,0,0,43.3,1,28,P4,MonitorError,0,,0,App,1,-32.8,0,-113.1,YawFollow,2,0,0,0.1,False,0,False,False,False,False,False,1,False,False,False,145722,0,0,0,0,0,0,P,False,0,0,0,0,0,0,0,0,96,16.415,5890,6136,0,2,0,12.636,4.113,4.089,4.106,4.105,,0,0,1980/00/00,30.95,Normal,0,0,False,,1665,67,14,19,10,6493.5,12726.499,None,0,NonGoHome,0,0,16.372,96,30,False,15,True,0,,,,,,,,,,,,,,,1,0,1,No,Starting,0,1,ToFormat,0,No,0,0,0,0,CheckSuccess,Record,14767,14558,2981,2035,11,FC330X,7,GoHome,False,True,False,24.013433,-104.682869,1866.58,True,1,1,False,False,False,True,4,False,0,False,False,False,CourseLock,90,169.5,0,19,0,287,False,True,False,False,False,False,False,Normal,NonLimit,False,MotorOff,MotorOff,MotorOff,MotorOff,NonConnect,NonConnect,NonConnect,NonConnect,3,P4,iOS,4.10.0,07JDD2H00100J7,alisdron,2016/12/03 19:17:33,07RDD6D0S400D0,078JA71180,0DQAE6203202MR,Timeout,,,,,,2,1,1,1706,2019/08/30 17:47:13.465,24.013433,-104.68287,405.87,176,90.2,8.52,3.2,5,0,1866.58,P4,2016/12/03 19:17:33,alisdron,07JDD2H00100J7,07RDD6D0S400D0,078JA71180,0DQAE6203202MR,iOS,4.10.0,24.013381,-104.682824,5,,,
2019/08/30 17:47:56.962,,Recording,0.81,,154.69,0.85,7.31,56.78,154.33,56.78,35.3,24.013753,-104.682433,35.1,1901.7,7,-4.1,0,-10,10.1,-124,NaviGo,14,Other,0,True,Sky,True,False,Standby,0,True,False,0,P,True,False,False,4,Smart,False,False,False,False,False,False,False,False,13,None,0,None,0,Already,0,False,0,0,43.4,1,28,P4,MonitorError,0,,0,App,1,-32.7,0,-114.9,YawFollow,2,0,0,0.1,False,0,False,False,False,False,False,1,False,False,False,145926,0,0,0,0,0,0,P,False,0,0,0,0,0,0,0,0,96,16.415,5890,6136,0,2,0,12.636,4.113,4.089,4.106,4.105,,0,0,1980/00/00,30.95,Normal,0,0,False,,1665,67,14,19,10,6493.5,12726.499,None,0,NonGoHome,0,0,16.372,96,30,False,15,True,0,,,,,,,,,,,,,,,1,0,1,No,Starting,0,1,ToFormat,0,No,0,0,0,0,CheckSuccess,Record,14767,14558,2981,2035,11,FC330X,7,GoHome,False,True,False,24.013433,-104.682869,1866.58,True,1,1,False,False,False,True,4,False,0,False,False,False,CourseLock,90,169.5,0,19,0,287,False,True,False,False,False,False,False,Normal,NonLimit,False,MotorOff,MotorOff,MotorOff,MotorOff,NonConnect,NonConnect,NonConnect,NonConnect,3,P4,iOS,4.10.0,07JDD2H00100J7,alisdron,2016/12/03 19:17:33,07RDD6D0S400D0,078JA71180,0DQAE6203202MR,Timeout,,,,,,2,1,1,1706,2019/08/30 17:47:13.465,24.013433,-104.68287,405.87,176,90.2,8.52,3.2,5,0,1866.58,P4,2016/12/03 19:17:33,alisdron,07JDD2H00100J7,07RDD6D0S400D0,078JA71180,0DQAE6203202MR,iOS,4.10.0,24.013381,-104.682824,5,,,
2019/08/30 17:47:56.962,,Recording,0.81,,154.69,0.85,7.85,56.89,155.14,56.89,35.3,24.01376,-104.682438,35.1,1901.7,6.8,-4.3,0,-10.3,9.7,-124.8,NaviGo,14,Other,0,True,Sky,True,False,Standby,0,True,False,0,P,True,False,False,4,Smart,False,False,False,False,False,False,False,False,13,None,0,None,0,Already,0,False,0,0,43.5,1,28,P4,MonitorError,0,,0,App,1,-32.7,0,-115.8,YawFollow,2,0,0,0.1,False,0,False,False,False,False,False,1,False,False,False,146027,0,0,0,0,0,0,P,False,0,0,0,0,0,0,0,0,96,16.415,5890,6136,0,2,0,12.636,4.113,4.089,4.106,4.105,,0,0,1980/00/00,30.95,Normal,0,0,False,,1665,67,14,19,10,6493.5,12726.499,None,0,NonGoHome,0,0,16.372,96,30,False,15,True,0,,,,,,,,,,,,,,,1,0,1,No,Starting,0,1,ToFormat,0,No,0,0,0,0,CheckSuccess,Record,14767,14558,2981,2035,11,FC330X,7,GoHome,False,True,False,24.013433,-104.682869,1866.58,True,1,1,False,False,False,True,4,False,0,False,False,False,CourseLock,90,169.5,0,19,0,287,False,True,False,False,False,False,False,Normal,NonLimit,False,MotorOff,MotorOff,MotorOff,MotorOff,NonConnect,NonConnect,NonConnect,NonConnect,3,P4,iOS,4.10.0,07JDD2H00100J7,alisdron,2016/12/03 19:17:33,07RDD6D0S400D0,078JA71180,0DQAE6203202MR,Timeout,,,,,,2,1,1,1706,2019/08/30 17:47:13.465,24.013433,-104.68287,405.87,176,90.2,8.52,3.2,5,0,1866.58,P4,2016/12/03 19:17:33,alisdron,07JDD2H00100J7,07RDD6D0S400D0,078JA71180,0DQAE6203202MR,iOS,4.10.0,24.013381,-104.682824,5,,,
2019/08/30 17:47:57.069,,Recording,0.79,,156.29,0.85,0,56.99,155.94,56.99,35.3,24.013766,-104.682442,35.1,1901.7,6.6,-4.4,0,-10.4,9.7,-125.7,NaviGo,14,Other,0,True,Sky,True,False,Standby,0,True,False,0,P,True,False,False,4,Smart,False,False,False,False,False,False,False,False,13,None,0,None,0,Already,0,False,0,0,43.6,1,28,P4,MonitorError,0,,0,App,1,-32.6,0,-116.6,YawFollow,2,0,0,0.1,False,0,False,False,False,False,False,1,False,False,False,146126,0,0,0,0,0,0,P,False,0,0,0,0,0,0,0,0,96,16.415,5890,6136,0,2,0,12.636,4.113,4.089,4.106,4.105,,0,0,1980/00/00,30.95,Normal,0,0,False,,1665,67,14,19,10,6493.5,12726.499,None,0,NonGoHome,0,0,16.372,96,30,False,15,True,0,,,,,,,,,,,,,,,1,0,1,No,Starting,0,1,ToFormat,0,No,0,0,0,0,CheckSuccess,Record,14767,14558,2981,2035,11,FC330X,7,GoHome,False,True,False,24.013433,-104.682869,1866.58,True,1,1,False,False,False,True,4,False,0,False,False,False,CourseLock,90,169.5,0,19,0,287,False,True,False,False,False,False,False,Normal,NonLimit,False,MotorOff,MotorOff,MotorOff,MotorOff,NonConnect,NonConnect,NonConnect,NonConnect,3,P4,iOS,4.10.0,07JDD2H00100J7,alisdron,2016/12/03 19:17:33,07RDD6D0S400D0,078JA71180,0DQAE6203202MR,Timeout,,,,,,2,1,1,1706,2019/08/30 17:47:13.465,24.013433,-104.68287,405.87,176,90.2,8.52,3.2,5,0,1866.58,P4,2016/12/03 19:17:33,alisdron,07JDD2H00100J7,07RDD6D0S400D0,078JA71180,0DQAE6203202MR,iOS,4.10.0,24.013381,-104.682824,5,,,
